Project,cas_number,Link,nGenes,Chemical_ID,concentration,concentration_unit,Condition,project_name
MCF10A,73-22-3,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=73-22-3&stat=gene_expression,59,2098.0,101.0,uM,WT,Human MCF10A cell lines
MCF10A,73-22-3,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=73-22-3&stat=gene_expression,119,2098.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,73-22-3,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=73-22-3&stat=gene_expression,48,2098.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,77-47-4,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=77-47-4&stat=gene_expression,67,1929.0,101.0,uM,TP53,Human MCF10A cell lines
MCF10A,77-47-4,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=77-47-4&stat=gene_expression,109,1929.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,77-47-4,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=77-47-4&stat=gene_expression,69,1929.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,77-47-4,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=77-47-4&stat=gene_expression,68,1929.0,101.0,uM,WT,Human MCF10A cell lines
MCF10A,77-47-4,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=77-47-4&stat=gene_expression,93,1929.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,77-47-4,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=77-47-4&stat=gene_expression,206,1929.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,79-06-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=79-06-1&stat=gene_expression,12,966.0,100.0,uM,TP53,Human MCF10A cell lines
MCF10A,79-06-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=79-06-1&stat=gene_expression,21,966.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,79-06-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=79-06-1&stat=gene_expression,9,966.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,79-06-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=79-06-1&stat=gene_expression,25,966.0,100.0,uM,WT,Human MCF10A cell lines
MCF10A,79-06-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=79-06-1&stat=gene_expression,28,966.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,79-06-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=79-06-1&stat=gene_expression,50,966.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,79-94-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=79-94-7&stat=gene_expression,1350,467.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,79-94-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=79-94-7&stat=gene_expression,1350,441.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,79-94-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=79-94-7&stat=gene_expression,1799,467.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,79-94-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=79-94-7&stat=gene_expression,1799,441.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,79-94-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=79-94-7&stat=gene_expression,31,467.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,79-94-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=79-94-7&stat=gene_expression,31,441.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,79-94-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=79-94-7&stat=gene_expression,1844,467.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,79-94-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=79-94-7&stat=gene_expression,1844,441.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,80-05-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=80-05-7&stat=gene_expression,950,1211.0,100.0,uM,TP53,Human MCF10A cell lines
MCF10A,80-05-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=80-05-7&stat=gene_expression,104,1211.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,80-05-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=80-05-7&stat=gene_expression,67,1211.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,80-05-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=80-05-7&stat=gene_expression,937,1211.0,100.0,uM,WT,Human MCF10A cell lines
MCF10A,80-05-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=80-05-7&stat=gene_expression,66,1211.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,80-05-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=80-05-7&stat=gene_expression,276,1211.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,828-00-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=828-00-2&stat=gene_expression,98,1666.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,828-00-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=828-00-2&stat=gene_expression,28,1666.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,828-00-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=828-00-2&stat=gene_expression,75,1666.0,99.0,uM,TP53,Human MCF10A cell lines
MCF10A,828-00-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=828-00-2&stat=gene_expression,23,1666.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,828-00-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=828-00-2&stat=gene_expression,89,1666.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,828-00-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=828-00-2&stat=gene_expression,67,1666.0,99.0,uM,WT,Human MCF10A cell lines
MCF10A,83-79-4,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=83-79-4&stat=gene_expression,1207,2813.0,102.0,uM,TP53,Human MCF10A cell lines
MCF10A,83-79-4,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=83-79-4&stat=gene_expression,821,2813.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,83-79-4,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=83-79-4&stat=gene_expression,1226,2813.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,83-79-4,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=83-79-4&stat=gene_expression,1181,2813.0,102.0,uM,WT,Human MCF10A cell lines
MCF10A,83-79-4,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=83-79-4&stat=gene_expression,643,2813.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,83-79-4,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=83-79-4&stat=gene_expression,797,2813.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,838-88-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=838-88-0&stat=gene_expression,160,557.0,101.0,uM,TP53,Human MCF10A cell lines
MCF10A,838-88-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=838-88-0&stat=gene_expression,122,557.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,838-88-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=838-88-0&stat=gene_expression,97,557.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,838-88-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=838-88-0&stat=gene_expression,81,557.0,101.0,uM,WT,Human MCF10A cell lines
MCF10A,838-88-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=838-88-0&stat=gene_expression,137,557.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,838-88-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=838-88-0&stat=gene_expression,471,557.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,85-68-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=85-68-7&stat=gene_expression,29,1268.0,102.0,uM,TP53,Human MCF10A cell lines
MCF10A,85-68-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=85-68-7&stat=gene_expression,14,1268.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,85-68-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=85-68-7&stat=gene_expression,8,1268.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,85-68-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=85-68-7&stat=gene_expression,28,1268.0,102.0,uM,WT,Human MCF10A cell lines
MCF10A,85-68-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=85-68-7&stat=gene_expression,106,1268.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,85-68-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=85-68-7&stat=gene_expression,124,1268.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,86-50-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=86-50-0&stat=gene_expression,78,1119.0,102.0,uM,TP53,Human MCF10A cell lines
MCF10A,86-50-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=86-50-0&stat=gene_expression,30,1119.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,86-50-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=86-50-0&stat=gene_expression,33,1119.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,86-50-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=86-50-0&stat=gene_expression,173,1119.0,102.0,uM,WT,Human MCF10A cell lines
MCF10A,86-50-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=86-50-0&stat=gene_expression,41,1119.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,86-50-0,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=86-50-0&stat=gene_expression,41,1119.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,86-57-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=86-57-7&stat=gene_expression,69,251.0,101.0,uM,TP53,Human MCF10A cell lines
MCF10A,86-57-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=86-57-7&stat=gene_expression,68,251.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,86-57-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=86-57-7&stat=gene_expression,80,251.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,86-57-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=86-57-7&stat=gene_expression,45,251.0,101.0,uM,WT,Human MCF10A cell lines
MCF10A,86-57-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=86-57-7&stat=gene_expression,43,251.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,86-57-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=86-57-7&stat=gene_expression,100,251.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,868-85-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=868-85-9&stat=gene_expression,34,1670.0,100.0,uM,TP53,Human MCF10A cell lines
MCF10A,868-85-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=868-85-9&stat=gene_expression,28,1670.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,868-85-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=868-85-9&stat=gene_expression,87,1670.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,868-85-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=868-85-9&stat=gene_expression,82,1670.0,100.0,uM,WT,Human MCF10A cell lines
MCF10A,868-85-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=868-85-9&stat=gene_expression,54,1670.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,868-85-9,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=868-85-9&stat=gene_expression,37,1670.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,87-62-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=87-62-7&stat=gene_expression,20,355.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,87-62-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=87-62-7&stat=gene_expression,19,355.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,87-62-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=87-62-7&stat=gene_expression,21,355.0,98.0,uM,TP53,Human MCF10A cell lines
MCF10A,87-62-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=87-62-7&stat=gene_expression,53,355.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,87-62-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=87-62-7&stat=gene_expression,88,355.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,87-62-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=87-62-7&stat=gene_expression,50,355.0,98.0,uM,WT,Human MCF10A cell lines
MCF10A,88-72-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=88-72-2&stat=gene_expression,120,421.0,101.0,uM,TP53,Human MCF10A cell lines
MCF10A,88-72-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=88-72-2&stat=gene_expression,19,421.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,88-72-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=88-72-2&stat=gene_expression,59,421.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,88-72-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=88-72-2&stat=gene_expression,18,421.0,101.0,uM,WT,Human MCF10A cell lines
MCF10A,88-72-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=88-72-2&stat=gene_expression,41,421.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,88-72-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=88-72-2&stat=gene_expression,39,421.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,91-20-3,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=91-20-3&stat=gene_expression,37,2323.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,91-20-3,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=91-20-3&stat=gene_expression,68,2323.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,91-20-3,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=91-20-3&stat=gene_expression,18,2323.0,99.0,uM,TP53,Human MCF10A cell lines
MCF10A,91-20-3,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=91-20-3&stat=gene_expression,92,2323.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,91-20-3,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=91-20-3&stat=gene_expression,144,2323.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,91-20-3,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=91-20-3&stat=gene_expression,92,2323.0,99.0,uM,WT,Human MCF10A cell lines
MCF10A,91-22-5,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=91-22-5&stat=gene_expression,261,2751.0,101.0,uM,TP53,Human MCF10A cell lines
MCF10A,91-22-5,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=91-22-5&stat=gene_expression,63,2751.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,91-22-5,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=91-22-5&stat=gene_expression,346,2751.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,91-22-5,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=91-22-5&stat=gene_expression,1112,2751.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,91-22-5,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=91-22-5&stat=gene_expression,927,2751.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,91-59-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=91-59-8&stat=gene_expression,166,413.0,103.0,uM,TP53,Human MCF10A cell lines
MCF10A,91-59-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=91-59-8&stat=gene_expression,143,413.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,91-59-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=91-59-8&stat=gene_expression,532,413.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,91-59-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=91-59-8&stat=gene_expression,61,413.0,103.0,uM,WT,Human MCF10A cell lines
MCF10A,91-59-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=91-59-8&stat=gene_expression,604,413.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,91-59-8,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=91-59-8&stat=gene_expression,48,413.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,92-67-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=92-67-1&stat=gene_expression,94,10039.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,92-67-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=92-67-1&stat=gene_expression,26,10039.0,33.0,uM,TP53,Human MCF10A cell lines
MCF10A,92-67-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=92-67-1&stat=gene_expression,20,10039.0,98.0,uM,TP53,Human MCF10A cell lines
MCF10A,92-67-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=92-67-1&stat=gene_expression,59,10039.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,92-67-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=92-67-1&stat=gene_expression,26,10039.0,33.0,uM,WT,Human MCF10A cell lines
MCF10A,92-67-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=92-67-1&stat=gene_expression,13,10039.0,98.0,uM,WT,Human MCF10A cell lines
MCF10A,93-15-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=93-15-2&stat=gene_expression,30,2159.0,102.0,uM,TP53,Human MCF10A cell lines
MCF10A,93-15-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=93-15-2&stat=gene_expression,18,2159.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,93-15-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=93-15-2&stat=gene_expression,10,2159.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,93-15-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=93-15-2&stat=gene_expression,14,2159.0,102.0,uM,WT,Human MCF10A cell lines
MCF10A,93-15-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=93-15-2&stat=gene_expression,31,2159.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,93-15-2,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=93-15-2&stat=gene_expression,17,2159.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,94-74-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=94-74-6&stat=gene_expression,129,401.0,107.0,uM,TP53,Human MCF10A cell lines
MCF10A,94-74-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=94-74-6&stat=gene_expression,138,401.0,12.0,uM,TP53,Human MCF10A cell lines
MCF10A,94-74-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=94-74-6&stat=gene_expression,47,401.0,36.0,uM,TP53,Human MCF10A cell lines
MCF10A,94-74-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=94-74-6&stat=gene_expression,61,401.0,107.0,uM,WT,Human MCF10A cell lines
MCF10A,94-74-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=94-74-6&stat=gene_expression,164,401.0,12.0,uM,WT,Human MCF10A cell lines
MCF10A,94-74-6,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=94-74-6&stat=gene_expression,162,401.0,36.0,uM,WT,Human MCF10A cell lines
MCF10A,95-06-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-06-7&stat=gene_expression,101,10094.0,101.0,uM,TP53,Human MCF10A cell lines
MCF10A,95-06-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-06-7&stat=gene_expression,161,10094.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,95-06-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-06-7&stat=gene_expression,86,10094.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,95-06-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-06-7&stat=gene_expression,176,10094.0,101.0,uM,WT,Human MCF10A cell lines
MCF10A,95-06-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-06-7&stat=gene_expression,52,10094.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,95-06-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-06-7&stat=gene_expression,67,10094.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,95-14-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-14-7&stat=gene_expression,466,163.0,101.0,uM,TP53,Human MCF10A cell lines
MCF10A,95-14-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-14-7&stat=gene_expression,168,163.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,95-14-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-14-7&stat=gene_expression,12,163.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,95-14-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-14-7&stat=gene_expression,29,163.0,101.0,uM,WT,Human MCF10A cell lines
MCF10A,95-14-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-14-7&stat=gene_expression,76,163.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,95-14-7,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-14-7&stat=gene_expression,66,163.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,95-50-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-50-1&stat=gene_expression,13,172.0,101.0,uM,TP53,Human MCF10A cell lines
MCF10A,95-50-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-50-1&stat=gene_expression,24,172.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,95-50-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-50-1&stat=gene_expression,105,172.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,95-50-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-50-1&stat=gene_expression,14,172.0,101.0,uM,WT,Human MCF10A cell lines
MCF10A,95-50-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-50-1&stat=gene_expression,43,172.0,11.0,uM,WT,Human MCF10A cell lines
MCF10A,95-50-1,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-50-1&stat=gene_expression,24,172.0,34.0,uM,WT,Human MCF10A cell lines
MCF10A,95-53-4,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-53-4&stat=gene_expression,19,403.0,101.0,uM,TP53,Human MCF10A cell lines
MCF10A,95-53-4,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-53-4&stat=gene_expression,46,403.0,11.0,uM,TP53,Human MCF10A cell lines
MCF10A,95-53-4,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-53-4&stat=gene_expression,15,403.0,34.0,uM,TP53,Human MCF10A cell lines
MCF10A,95-53-4,https://montilab.bu.edu/Xposome/?page=MCF10A&tab=chemical_explorer&chemical_id=95-53-4&stat=gene_expression,34,403.0,101.0,uM,WT,Human MCF10A cell lines
