"","cas_number","ParameterName","chem_source","chemical_class"
"1249","84-54-8","2-methyl-9,10-anthraquinone",NA,"OPAH"
"1250","613-12-7","2-methylanthracene",NA,"PAH"
"1251","2531-84-2","2-methylphenanthrene",NA,"PAH"
"1252","3586-69-4","2-Nitroanthracene",NA,"PAH"
"1253","128008-87-7","2-Nitrofluorene-D9 - QC",NA,"PAH;deuterated"
"1254","789-07-1","2-Nitropyrene",NA,"PAH"
"1255","29446-15-9","2,3-Dichlorodibenzo-p-dioxin",NA,"dioxinsAndFurans"
"1256","613-06-9","2,3-dimethylanthracene",NA,"PAH"
"1257","57117-31-4","2,3,4,7,8-PeCDF",NA,"dioxinsAndFurans"
"1258","33857-28-2","2,3,7-Trichlorodibenzo-p-dioxin",NA,"dioxinsAndFurans"
"1259","50585-41-6","2,3,7,8-Tetrabromodibenzo-p-dioxin",NA,"dioxinsAndFurans"
"1260","54589-71-8","2,4,8-Trichlorodibenzofuran",NA,"dioxinsAndFurans"
"1261","59919-41-4","2,6-diethylnaphthalene",NA,"PAH"
"1262","581-42-0","2,6-dimethylnaphthalene",NA,"PAH"
"1263","33857-26-0","2,7-Dichlorodibenzo-p-dioxin",NA,"dioxinsAndFurans"
"1264","38964-22-6","2,8-Dichlorodibenzo-p-dioxin",NA,"dioxinsAndFurans"
"1265","5409-83-6","2,8-Dichlorodibenzofuran",NA,"dioxinsAndFurans"
"1266","17117-34-9","3-Nitrobenzanthrone",NA,"PAH"
"1267","5410-97-9","3-Nitrodibenzofuran",NA,"dioxinsAndFurans"
"1268","892-21-7","3-Nitrofluoranthene",NA,"PAH"
"1269","17024-19-0","3-Nitrophenanthrene",NA,"PAH"
"1270","1576-67-6","3,6-dimethylphenanthrene",NA,"PAH"
"1271","74992-96-4","4-Chlorodibenzofuran",NA,"dioxinsAndFurans"
"1272","3697-24-3","5-methylchrysene",NA,"PAH"
"1273","602-87-9","5-Nitroacenaphthene",NA,"PAH"
"1274","1090-13-7","5,12-Naphthacene-quinone",NA,"OPAH"
"1275","1705-85-7","6-methylchrysene",NA,"PAH"
"1276","63041-90-7","6-Nitrobenzo(a)pyrene",NA,"PAH"
"1277","7496-02-8","6-Nitrochrysene",NA,"PAH"
"1278","203805-92-9","6-Nitrochrysene-D11 - QC",NA,"PAH;deuterated"
"1279","20268-51-3","7-Nitrobenz(a)anthracene",NA,"PAH"
"1280","57-97-6","7,12-dimethylbenz[a]anthracene",NA,"PAH"
"1281","137219-34-2","9-Fluorenone-d8 - QC",NA,"OPAH;deuterated"
"1282","779-02-2","9-methylanthracene",NA,"PAH"
"1283","602-60-8","9-Nitroanthracene",NA,"PAH"
"1284","954-46-1","9-Nitrophenanthrene",NA,"PAH"
"1285","10439-39-1","9,10-Anthraquinone-d8 - QC",NA,"OPAH;deuterated"
"1286","781-43-1","9,10-dimethylanthracene",NA,"PAH"
"1287","83-32-9","acenaphthene",NA,"PAH"
"1288","15067-26-2","Acenaphthene-d10 - QC",NA,"PAH;deuterated"
"1289","82-86-0","Acenaphthenequinone",NA,"OPAH"
"1290","208-96-8","acenaphthylene",NA,"PAH"
"1291","93951-97-4","acenaphthylene-d8 - QC",NA,"PAH;deuterated"
"1292","191-26-4","anthanthrene",NA,"PAH"
"1293","120-12-7","anthracene",NA,"PAH"
"1294","2498-66-0","Benz(a)anthracene-7,12-dione",NA,"OPAH"
"1295","56-55-3","benz[a]anthracene",NA,"PAH"
"1296","202-33-5 and 199-54-2","benz[j] and [e]aceanthrylene",NA,"PAH"
"1297","479-79-8","Benzo(a)fluoren-11-one",NA,"OPAH"
"1298","65199-11-3","Benzo(a)pyrene-7,8-dione",NA,"OPAH"
"1299","109699-80-1","Benzo(c)phenanthrene(1,4)quinone",NA,"OPAH"
"1300","213-46-7","benzo[a]chrysene",NA,"PAH"
"1301","238-84-6","benzo[a]fluorene",NA,"PAH"
"1302","50-32-8","benzo[a]pyrene",NA,"PAH"
"1303","63466-71-7","benzo[a]pyrene-d12 - QC",NA,"PAH;deuterated"
"1304","205-99-2","benzo[b]fluoranthene",NA,"PAH"
"1305","243-17-4","benzo[b]fluorene",NA,"PAH"
"1306","197-70-6","benzo[b]perylene",NA,"PAH"
"1307","205-12-9","benzo[c]fluorene",NA,"PAH"
"1308","192-97-2","benzo[e]pyrene",NA,"PAH"
"1309","191-24-2","Benzo[ghi]perylene",NA,"PAH"
"1310","93951-66-7","benzo[ghi]perylene-d12 - QC",NA,"PAH;deuterated"
"1311","205-82-3","benzo[j]fluoranthene",NA,"PAH"
"1312","207-08-9","benzo[k]fluoranthene",NA,"PAH"
"1313","218-01-9","chrysene",NA,"PAH"
"1314","1719-03-5","chrysene-d12 - QC",NA,"PAH;deuterated"
"1315","191-07-1","coronene",NA,"PAH"
"1316","27208-37-3","cyclopenta[cd]pyrene",NA,"PAH"
"1317","262-12-4","Dibenzo-p-dioxin",NA,"dioxinsAndFurans"
"1318","5385-75-1","dibenzo[a,e]fluoranthene",NA,"PAH"
"1319","192-65-4","dibenzo[a,e]pyrene",NA,"PAH"
"1320","53-70-3","dibenzo[a,h]anthracene",NA,"PAH"
"1321","189-64-0","dibenzo[a,h]pyrene",NA,"PAH"
"1322","189-55-9","dibenzo[a,i]pyrene",NA,"PAH"
"1323","191-30-0","dibenzo[a,l]pyrene",NA,"PAH"
"1324","192-51-8","dibenzo[e,l]pyrene",NA,"PAH"
"1325","132-64-9","Dibenzofuran",NA,"dioxinsAndFurans"
"1326","93951-69-0","fluoranthene-d10 - QC",NA,"PAH;deuterated"
"1327","86-73-7","fluorene",NA,"PAH"
"1328","193-39-5","indeno[1,2,3-cd]pyrene",NA,"PAH"
"1329","575-36-0","N-1-Naphthylacetamide",NA,"PAH"
"1330","91-20-3","naphthalene",NA,"PAH"
"1331","1146-65-2","naphthalene-d8 - QC",NA,"PAH;deuterated"
"1332","3074-00-8","Naphthanthrone",NA,"OPAH"
"1333","111189-32-3","naphtho[1,2-b]fluoranthene",NA,"PAH"
"1334","196-42-9","naphtho[2,3-a]pyrene",NA,"PAH"
"1335","193-09-9","naphtho[2,3-e]pyrene",NA,"PAH"
"1336","205-83-4","naphtho[2,3-j]fluoranthene",NA,"PAH"
"1337","207-18-1","naphtho[2,3-k]fluoranthene",NA,"PAH"
"1338","2051-60-7","PCB 1",NA,"PCB"
"1339","33146-45-1","PCB 10",NA,"PCB"
"1340","39485-83-1","PCB 100 - QC",NA,"PCB"
"1341","37680-73-2","PCB 101",NA,"PCB"
"1342","68194-06-9","PCB 102",NA,"PCB"
"1343","60145-21-3","PCB 103",NA,"PCB"
"1344","56558-16-8","PCB 104",NA,"PCB"
"1345","32598-14-4","PCB 105",NA,"PCB"
"1346","70424-69-0","PCB 106",NA,"PCB"
"1347","70424-68-9","PCB 107",NA,"PCB"
"1348","70362-41-3","PCB 108",NA,"PCB"
"1349","74472-35-8","PCB 109",NA,"PCB"
"1350","2050-67-1","PCB 11",NA,"PCB"
"1351","38380-03-9","PCB 110",NA,"PCB"
"1352","39635-32-0","PCB 111",NA,"PCB"
"1353","74472-36-9","PCB 112",NA,"PCB"
"1354","68194-10-5","PCB 113",NA,"PCB"
"1355","74472-37-0","PCB 114",NA,"PCB"
"1356","74472-38-1","PCB 115",NA,"PCB"
"1357","18259-05-7","PCB 116",NA,"PCB"
"1358","68194-11-6","PCB 117",NA,"PCB"
"1359","31508-00-6","PCB 118",NA,"PCB"
"1360","56558-17-9","PCB 119",NA,"PCB"
"1361","2974-92-7","PCB 12",NA,"PCB"
"1362","68194-12-7","PCB 120",NA,"PCB"
"1363","56558-18-0","PCB 121",NA,"PCB"
"1364","76842-07-4","PCB 122",NA,"PCB"
"1365","65510-44-3","PCB 123",NA,"PCB"
"1366","70424-70-3","PCB 124",NA,"PCB"
"1367","74472-39-2","PCB 125",NA,"PCB"
"1368","57465-28-8","PCB 126",NA,"PCB"
"1369","39635-33-1","PCB 127",NA,"PCB"
"1370","38380-07-3","PCB 128",NA,"PCB"
"1371","55215-18-4","PCB 129",NA,"PCB"
"1372","2974-90-5","PCB 13",NA,"PCB"
"1373","52663-66-8","PCB 130",NA,"PCB"
"1374","61798-70-7","PCB 131",NA,"PCB"
"1375","38380-05-1","PCB 132",NA,"PCB"
"1376","35694-04-3","PCB 133",NA,"PCB"
"1377","52704-70-8","PCB 134",NA,"PCB"
"1378","52744-13-5","PCB 135",NA,"PCB"
"1379","38411-22-2","PCB 136",NA,"PCB"
"1380","35694-06-5","PCB 137",NA,"PCB"
"1381","35065-28-2","PCB 138",NA,"PCB"
"1382","56030-56-9","PCB 139",NA,"PCB"
"1383","34883-41-5","PCB 14",NA,"PCB"
"1384","59291-64-4","PCB 140",NA,"PCB"
"1385","52712-04-6","PCB 141",NA,"PCB"
"1386","41411-61-4","PCB 142",NA,"PCB"
"1387","68194-15-0","PCB 143",NA,"PCB"
"1388","68194-14-9","PCB 144",NA,"PCB"
"1389","74472-40-5","PCB 145",NA,"PCB"
"1390","51908-16-8","PCB 146",NA,"PCB"
"1391","68194-13-8","PCB 147",NA,"PCB"
"1392","74472-41-6","PCB 148",NA,"PCB"
"1393","38380-04-0","PCB 149",NA,"PCB"
"1394","2050-68-2","PCB 15",NA,"PCB"
"1395","68194-08-1","PCB 150",NA,"PCB"
"1396","52663-63-5","PCB 151",NA,"PCB"
"1397","68194-09-2","PCB 152",NA,"PCB"
"1398","35065-27-1","PCB 153",NA,"PCB"
"1399","60145-22-4","PCB 154",NA,"PCB"
"1400","33979-03-2","PCB 155",NA,"PCB"
"1401","38380-08-4","PCB 156",NA,"PCB"
"1402","69782-90-7","PCB 157",NA,"PCB"
"1403","74472-42-7","PCB 158",NA,"PCB"
"1404","39635-35-3","PCB 159",NA,"PCB"
"1405","38444-78-9","PCB 16",NA,"PCB"
"1406","41411-62-5","PCB 160",NA,"PCB"
"1407","74472-43-8","PCB 161",NA,"PCB"
"1408","39635-34-2","PCB 162",NA,"PCB"
"1409","74472-44-9","PCB 163",NA,"PCB"
"1410","74472-45-0","PCB 164",NA,"PCB"
"1411","74472-46-1","PCB 165",NA,"PCB"
"1412","41411-63-6","PCB 166",NA,"PCB"
"1413","52663-72-6","PCB 167",NA,"PCB"
"1414","59291-65-5","PCB 168",NA,"PCB"
"1415","32774-16-6","PCB 169",NA,"PCB"
"1416","37680-66-3","PCB 17",NA,"PCB"
"1417","35065-30-6","PCB 170",NA,"PCB"
"1418","52663-71-5","PCB 171",NA,"PCB"
"1419","52663-74-8","PCB 172",NA,"PCB"
"1420","68194-16-1","PCB 173",NA,"PCB"
"1421","38411-25-5","PCB 174",NA,"PCB"
"1422","40186-70-7","PCB 175",NA,"PCB"
"1423","52663-65-7","PCB 176",NA,"PCB"
"1424","52663-70-4","PCB 177",NA,"PCB"
"1425","52663-67-9","PCB 178",NA,"PCB"
"1426","52663-64-6","PCB 179",NA,"PCB"
"1427","37680-65-2","PCB 18",NA,"PCB"
"1428","35065-29-3","PCB 180",NA,"PCB"
"1429","74472-47-2","PCB 181",NA,"PCB"
"1430","60145-23-5","PCB 182",NA,"PCB"
"1431","52663-69-1","PCB 183",NA,"PCB"
"1432","74472-48-3","PCB 184",NA,"PCB"
"1433","52712-05-7","PCB 185",NA,"PCB"
"1434","74472-49-4","PCB 186",NA,"PCB"
"1435","52663-68-0","PCB 187",NA,"PCB"
"1436","74487-85-7","PCB 188",NA,"PCB"
"1437","39635-31-9","PCB 189",NA,"PCB"
"1438","38444-73-4","PCB 19",NA,"PCB"
"1439","41411-64-7","PCB 190",NA,"PCB"
"1440","74472-50-7","PCB 191",NA,"PCB"
"1441","74472-51-8","PCB 192",NA,"PCB"
"1442","69782-91-8","PCB 193",NA,"PCB"
"1443","35694-08-7","PCB 194",NA,"PCB"
"1444","52663-78-2","PCB 195",NA,"PCB"
"1445","42740-50-1","PCB 196",NA,"PCB"
"1446","33091-17-7","PCB 197",NA,"PCB"
"1447","68194-17-2","PCB 198",NA,"PCB"
"1448","52663-75-9","PCB 199",NA,"PCB"
"1449","2051-61-8","PCB 2",NA,"PCB"
"1450","38444-84-7","PCB 20",NA,"PCB"
"1451","52663-73-7","PCB 200",NA,"PCB"
"1452","40186-71-8","PCB 201",NA,"PCB"
"1453","2136-99-4","PCB 202",NA,"PCB"
"1454","52663-76-0","PCB 203",NA,"PCB"
"1455","74472-52-9","PCB 204",NA,"PCB"
"1456","74472-53-0","PCB 205",NA,"PCB"
"1457","40186-72-9","PCB 206",NA,"PCB"
"1458","52663-79-3","PCB 207",NA,"PCB"
"1459","52663-77-1","PCB 208",NA,"PCB"
"1460","2051-24-3","PCB 209 - QC",NA,"PCB"
"1461","55702-46-0","PCB 21",NA,"PCB"
"1462","38444-85-8","PCB 22",NA,"PCB"
"1463","55720-44-0","PCB 23",NA,"PCB"
"1464","55702-45-9","PCB 24",NA,"PCB"
"1465","55712-37-3","PCB 25",NA,"PCB"
"1466","38444-81-4","PCB 26",NA,"PCB"
"1467","38444-76-7","PCB 27",NA,"PCB"
"1468","7012-37-5","PCB 28",NA,"PCB"
"1469","15862-07-4","PCB 29",NA,"PCB"
"1470","2051-62-9","PCB 3",NA,"PCB"
"1471","35693-92-6","PCB 30",NA,"PCB"
"1472","16606-02-3","PCB 31",NA,"PCB"
"1473","38444-77-8","PCB 32",NA,"PCB"
"1474","38444-86-9","PCB 33",NA,"PCB"
"1475","37680-68-5","PCB 34",NA,"PCB"
"1476","37680-69-6","PCB 35",NA,"PCB"
"1477","38444-87-0","PCB 36",NA,"PCB"
"1478","38444-90-5","PCB 37",NA,"PCB"
"1479","53555-66-1","PCB 38",NA,"PCB"
"1480","38444-88-1","PCB 39",NA,"PCB"
"1481","13029-08-8","PCB 4",NA,"PCB"
"1482","38444-93-8","PCB 40",NA,"PCB"
"1483","52663-59-9","PCB 41",NA,"PCB"
"1484","36559-22-5","PCB 42",NA,"PCB"
"1485","70362-46-8","PCB 43",NA,"PCB"
"1486","41464-39-5","PCB 44",NA,"PCB"
"1487","70362-45-7","PCB 45",NA,"PCB"
"1488","41464-47-5","PCB 46",NA,"PCB"
"1489","2437-79-8","PCB 47",NA,"PCB"
"1490","70362-47-9","PCB 48",NA,"PCB"
"1491","41464-40-8","PCB 49",NA,"PCB"
"1492","16605-91-7","PCB 5",NA,"PCB"
"1493","62796-65-0","PCB 50",NA,"PCB"
"1494","68194-04-7","PCB 51",NA,"PCB"
"1495","35693-99-3","PCB 52",NA,"PCB"
"1496","41464-41-9","PCB 53",NA,"PCB"
"1497","15968-05-5","PCB 54",NA,"PCB"
"1498","74338-24-2","PCB 55",NA,"PCB"
"1499","41464-43-1","PCB 56",NA,"PCB"
"1500","70424-67-8","PCB 57",NA,"PCB"
"1501","41464-49-7","PCB 58",NA,"PCB"
"1502","74472-33-6","PCB 59",NA,"PCB"
"1503","25569-80-6","PCB 6",NA,"PCB"
"1504","33025-41-1","PCB 60",NA,"PCB"
"1505","33284-53-6","PCB 61",NA,"PCB"
"1506","54230-22-7","PCB 62",NA,"PCB"
"1507","74472-34-7","PCB 63",NA,"PCB"
"1508","52663-58-8","PCB 64",NA,"PCB"
"1509","33284-54-7","PCB 65",NA,"PCB"
"1510","32598-10-0","PCB 66",NA,"PCB"
"1511","73575-53-8","PCB 67",NA,"PCB"
"1512","73575-52-7","PCB 68",NA,"PCB"
"1513","60233-24-1","PCB 69",NA,"PCB"
"1514","33284-50-3","PCB 7",NA,"PCB"
"1515","32598-11-1","PCB 70",NA,"PCB"
"1516","41464-46-4","PCB 71",NA,"PCB"
"1517","41464-42-0","PCB 72",NA,"PCB"
"1518","74338-23-1","PCB 73",NA,"PCB"
"1519","32690-93-0","PCB 74",NA,"PCB"
"1520","32598-12-2","PCB 75",NA,"PCB"
"1521","70362-48-0","PCB 76",NA,"PCB"
"1522","32598-13-3","PCB 77",NA,"PCB"
"1523","93952-23-9","PCB 77 - d6 - QC",NA,"PCB;deuterated"
"1524","70362-49-1","PCB 78",NA,"PCB"
"1525","41464-48-6","PCB 79",NA,"PCB"
"1526","34883-43-7","PCB 8",NA,"PCB"
"1527","33284-52-5","PCB 80",NA,"PCB"
"1528","70362-50-4","PCB 81",NA,"PCB"
"1529","52663-62-4","PCB 82",NA,"PCB"
"1530","60145-20-2","PCB 83",NA,"PCB"
"1531","52663-60-2","PCB 84",NA,"PCB"
"1532","65510-45-4","PCB 85",NA,"PCB"
"1533","55312-69-1","PCB 86",NA,"PCB"
"1534","38380-02-8","PCB 87",NA,"PCB"
"1535","55215-17-3","PCB 88",NA,"PCB"
"1536","73575-57-2","PCB 89",NA,"PCB"
"1537","34883-39-1","PCB 9",NA,"PCB"
"1538","68194-07-0","PCB 90",NA,"PCB"
"1539","68194-05-8","PCB 91",NA,"PCB"
"1540","52663-61-3","PCB 92",NA,"PCB"
"1541","73575-56-1","PCB 93",NA,"PCB"
"1542","73575-55-0","PCB 94",NA,"PCB"
"1543","38379-99-6","PCB 95",NA,"PCB"
"1544","73575-54-9","PCB 96",NA,"PCB"
"1545","41464-51-1","PCB 97",NA,"PCB"
"1546","60233-25-2","PCB 98",NA,"PCB"
"1547","38380-01-7","PCB 99",NA,"PCB"
"1548","85-01-8","phenanthrene",NA,"PAH"
"1549","569-15-3","Phenanthrene-1,4-dione",NA,"OPAH"
"1550","1517-22-2","phenanthrene-d10 - QC",NA,"PAH;deuterated"
"1551","1718-52-1","pyrene-d10 - QC",NA,"PAH;deuterated"
"1552","483-65-8","retene",NA,"PAH"
"1553","217-59-4","triphenylene",NA,"PAH"
